"證券代號","證券名稱","外陸資買進股數(不含外資自營商)","外陸資賣出股數(不含外資自營商)","外陸資買賣超股數(不含外資自營商)","外資自營商買進股數","外資自營商賣出股數","外資自營商買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
"00637L","元大滬深300正2  ","8,510,000","51,000","8,459,000","0","0","0","0","0","0","37,572,000","461,000","120,000","341,000","49,887,000","12,656,000","37,231,000","46,031,000",
"2603","長榮            ","19,329,000","11,931,560","7,397,440","0","0","0","4,190,000","0","4,190,000","13,338,000","2,656,000","7,137,000","-4,481,000","18,006,000","187,000","17,819,000","24,925,440",
"00633L","富邦上証正2     ","4,191,000","0","4,191,000","0","0","0","0","0","0","6,161,000","465,000","373,000","92,000","9,340,000","3,271,000","6,069,000","10,352,000",
"2330","台積電          ","14,095,108","4,487,684","9,607,424","0","0","0","535,000","21,000","514,000","53,000","332,000","58,000","274,000","2,000","223,000","-221,000","10,174,424",
"2014","中鴻            ","1,935,000","1,180,000","755,000","0","0","0","864,000","0","864,000","7,723,000","8,973,000","1,250,000","7,723,000","0","0","0","9,342,000",
"3481","群創            ","11,260,220","4,990,492","6,269,728","0","0","0","0","0","0","63,000","400,000","0","400,000","107,000","444,000","-337,000","6,332,728",
"6120","達運            ","7,320,000","2,048,099","5,271,901","0","0","0","0","0","0","733,000","890,000","190,000","700,000","216,000","183,000","33,000","6,004,901",
"2344","華邦電          ","7,317,512","913,729","6,403,783","0","0","0","0","0","0","-530,000","46,000","124,000","-78,000","675,000","1,127,000","-452,000","5,873,783",
"00655L","國泰中國A50正2  ","835,000","0","835,000","0","0","0","0","0","0","5,017,000","150,000","0","150,000","6,846,000","1,979,000","4,867,000","5,852,000",
"065085","滬深2X群益73購03","0","0","0","0","0","0","0","0","0","5,816,000","0","0","0","9,686,000","3,870,000","5,816,000","5,816,000",
"2618","長榮航          ","4,682,000","1,088,507","3,593,493","0","0","0","0","0","0","2,151,000","1,253,000","972,000","281,000","2,719,000","849,000","1,870,000","5,744,493",
"2609","陽明            ","9,509,000","1,731,000","7,778,000","0","0","0","350,000","0","350,000","-2,395,000","400,000","2,795,000","-2,395,000","0","0","0","5,733,000",
"1326","台化            ","3,896,618","875,767","3,020,851","0","0","0","1,434,000","0","1,434,000","601,000","657,000","0","657,000","0","56,000","-56,000","5,055,851",
"069022","滬深2X群益75購02","0","0","0","0","0","0","0","0","0","4,762,000","0","0","0","6,056,000","1,294,000","4,762,000","4,762,000",
"062112","大立光永豐76購04","0","0","0","0","0","0","0","0","0","4,673,000","0","0","0","4,738,000","65,000","4,673,000","4,673,000",
"2481","強茂            ","2,189,000","1,830,000","359,000","0","0","0","2,977,000","0","2,977,000","837,000","360,000","142,000","218,000","671,000","52,000","619,000","4,173,000",
"060184","鴻海群益73購01  ","0","0","0","0","0","0","0","0","0","4,162,000","0","0","0","4,712,000","550,000","4,162,000","4,162,000",
"2303","聯電            ","12,293,200","8,149,493","4,143,707","0","0","0","0","0","0","-112,000","0","51,000","-51,000","471,000","532,000","-61,000","4,031,707",
"2367","燿華            ","9,559,000","6,958,000","2,601,000","0","0","0","1,128,000","0","1,128,000","234,000","250,000","16,000","234,000","0","0","0","3,963,000",
"2377","微星            ","2,425,000","672,193","1,752,807","0","0","0","2,074,000","0","2,074,000","125,000","415,000","135,000","280,000","1,182,000","1,337,000","-155,000","3,951,807",
"6153","嘉聯益          ","4,786,000","556,000","4,230,000","0","0","0","0","800,000","-800,000","360,000","260,000","82,000","178,000","360,000","178,000","182,000","3,790,000",
"064710","晶豪科元大73購01","0","0","0","0","0","0","0","0","0","3,738,000","0","0","0","3,829,000","91,000","3,738,000","3,738,000",
"2356","英業達          ","2,888,000","638,679","2,249,321","0","0","0","300,000","0","300,000","1,098,000","251,000","4,000","247,000","1,140,000","289,000","851,000","3,647,321",
"2313","華通            ","6,463,000","2,691,000","3,772,000","0","0","0","15,000","2,621,000","-2,606,000","2,189,000","1,389,000","163,000","1,226,000","1,101,000","138,000","963,000","3,355,000",
"063825","滬深2X元大73購01","0","0","0","0","0","0","0","0","0","3,343,000","0","0","0","3,903,000","560,000","3,343,000","3,343,000",
"2882","國泰金          ","5,417,924","2,317,319","3,100,605","0","0","0","120,000","35,000","85,000","48,000","30,000","215,000","-185,000","606,000","373,000","233,000","3,233,605",
"1605","華新            ","2,205,000","1,012,000","1,193,000","0","0","0","0","0","0","1,985,000","1,715,000","125,000","1,590,000","599,000","204,000","395,000","3,178,000",
"2022","聚亨            ","3,242,000","67,000","3,175,000","0","0","0","0","0","0","0","0","0","0","0","0","0","3,175,000",
"2886","兆豐金          ","4,274,512","1,363,154","2,911,358","0","0","0","130,000","0","130,000","127,000","70,000","4,000","66,000","78,000","17,000","61,000","3,168,358",
"2002","中鋼            ","4,984,485","2,080,574","2,903,911","0","0","0","22,000","0","22,000","185,000","150,000","50,000","100,000","111,000","26,000","85,000","3,110,911",
"2888","新光金          ","4,515,030","1,487,186","3,027,844","0","0","0","0","0","0","-90,000","302,000","0","302,000","5,000","397,000","-392,000","2,937,844",
"1312","國喬            ","4,999,000","2,158,000","2,841,000","0","0","0","0","100,000","-100,000","123,000","885,000","402,000","483,000","109,000","469,000","-360,000","2,864,000",
"8039","台虹            ","2,515,000","1,633,000","882,000","0","0","0","937,000","0","937,000","945,000","397,000","248,000","149,000","814,000","18,000","796,000","2,764,000",
"2104","國際中橡        ","2,158,000","993,000","1,165,000","0","0","0","141,000","0","141,000","1,320,000","777,000","211,000","566,000","904,000","150,000","754,000","2,626,000",
"065084","上証2X群益73購03","0","0","0","0","0","0","0","0","0","2,577,000","0","0","0","2,589,000","12,000","2,577,000","2,577,000",
"3596","智易            ","1,829,000","352,000","1,477,000","0","0","0","0","0","0","1,054,000","0","2,000","-2,000","1,194,000","138,000","1,056,000","2,531,000",
"070681","台勝科元大76購02","0","0","0","0","0","0","0","0","0","2,474,000","0","0","0","2,846,000","372,000","2,474,000","2,474,000",
"064029","中租群益72購02  ","0","0","0","0","0","0","0","0","0","2,464,000","0","0","0","2,514,000","50,000","2,464,000","2,464,000",
"2317","鴻海            ","10,664,100","7,748,639","2,915,461","0","0","0","0","272,000","-272,000","-184,000","85,000","105,000","-20,000","163,000","327,000","-164,000","2,459,461",
"068158","滬深2X群益75購01","0","0","0","0","0","0","0","0","0","2,325,000","0","0","0","2,647,000","322,000","2,325,000","2,325,000",
"0050","元大台灣50      ","1,646,000","0","1,646,000","0","0","0","333,000","0","333,000","326,000","247,000","0","247,000","91,000","12,000","79,000","2,305,000",
"1216","統一            ","3,051,219","1,175,317","1,875,902","0","0","0","0","0","0","380,000","114,000","1,000","113,000","286,000","19,000","267,000","2,255,902",
"068478","致茂元富75購01  ","0","0","0","0","0","0","0","0","0","2,250,000","0","298,000","-298,000","2,711,000","163,000","2,548,000","2,250,000",
"062068","大立光元大73購06","0","0","0","0","0","0","0","0","0","2,248,000","0","0","0","2,803,000","555,000","2,248,000","2,248,000",
"2520","冠德            ","1,132,000","313,000","819,000","0","0","0","100,000","0","100,000","1,318,000","554,000","118,000","436,000","910,000","28,000","882,000","2,237,000",
"068782","滬深2X元大76購01","0","0","0","0","0","0","0","0","0","2,173,000","0","0","0","2,649,000","476,000","2,173,000","2,173,000",
"2371","大同            ","4,577,000","1,210,000","3,367,000","0","0","0","0","0","0","-1,231,000","0","1,000","-1,000","62,000","1,292,000","-1,230,000","2,136,000",
"04858P","健策元富94售01  ","0","0","0","0","0","0","0","0","0","2,120,000","0","0","0","3,753,000","1,633,000","2,120,000","2,120,000",
"2345","智邦            ","2,556,000","1,039,000","1,517,000","0","0","0","85,000","0","85,000","454,000","309,000","190,000","119,000","512,000","177,000","335,000","2,056,000",
"062210","大立光永豐72購02","0","0","0","0","0","0","0","0","0","2,022,000","0","0","0","2,385,000","363,000","2,022,000","2,022,000",
"00708L","元大S&P黃金正2  ","50,000","0","50,000","0","0","0","0","0","0","1,950,000","400,000","0","400,000","1,727,000","177,000","1,550,000","2,000,000",
"069364","滬深2X元富75購06","0","0","0","0","0","0","0","0","0","1,978,000","0","0","0","2,138,000","160,000","1,978,000","1,978,000",
"2890","永豐金          ","3,006,000","1,033,191","1,972,809","0","0","0","0","0","0","0","0","0","0","0","0","0","1,972,809",
"2448","晶電            ","3,968,000","1,528,000","2,440,000","0","0","0","0","147,000","-147,000","-351,000","110,000","16,000","94,000","679,000","1,124,000","-445,000","1,942,000",
"062289","鴻海台新71購02  ","0","0","0","0","0","0","0","0","0","1,932,000","0","0","0","1,932,000","0","1,932,000","1,932,000",
"05326P","臺股指中信86售06","0","0","0","0","0","0","0","0","0","1,907,000","0","0","0","1,967,000","60,000","1,907,000","1,907,000",
"065231","旺宏永豐73購02  ","0","0","0","0","0","0","0","0","0","1,899,000","0","0","0","2,638,000","739,000","1,899,000","1,899,000",
"064245","A50正2統一74購01","0","0","0","0","0","0","0","0","0","1,895,000","0","0","0","2,003,000","108,000","1,895,000","1,895,000",
"2883","開發金          ","3,290,000","1,769,114","1,520,886","0","0","0","196,000","0","196,000","163,000","19,000","0","19,000","213,000","69,000","144,000","1,879,886",
"067956","訊芯元大75購01  ","0","0","0","0","0","0","0","0","0","1,845,000","0","0","0","2,161,000","316,000","1,845,000","1,845,000",
"00677U","富邦VIX         ","200,000","100,000","100,000","0","0","0","0","0","0","1,717,000","0","0","0","1,727,000","10,000","1,717,000","1,817,000",
"2455","全新            ","2,094,000","631,000","1,463,000","0","0","0","50,000","0","50,000","268,000","253,000","58,000","195,000","171,000","98,000","73,000","1,781,000",
"3037","欣興            ","3,295,000","1,983,000","1,312,000","0","0","0","0","0","0","448,000","252,000","24,000","228,000","435,000","215,000","220,000","1,760,000",
"063320","臺股指群益71購03","0","0","0","0","0","0","0","0","0","1,748,000","0","0","0","1,748,000","0","1,748,000","1,748,000",
"1907","永豐餘          ","1,956,000","301,000","1,655,000","0","0","0","0","0","0","65,000","82,000","21,000","61,000","4,000","0","4,000","1,720,000",
"069295","致茂元富75購02  ","0","0","0","0","0","0","0","0","0","1,710,000","0","0","0","1,730,000","20,000","1,710,000","1,710,000",
"4906","正文            ","1,537,000","764,000","773,000","0","0","0","0","0","0","926,000","0","36,000","-36,000","1,078,000","116,000","962,000","1,699,000",
"063438","滬深2X凱基71購02","0","0","0","0","0","0","0","0","0","1,678,000","0","0","0","1,831,000","153,000","1,678,000","1,678,000",
"2880","華南金          ","2,329,000","680,251","1,648,749","0","0","0","0","0","0","0","0","0","0","0","0","0","1,648,749",
"067852","訊芯凱基74購01  ","0","0","0","0","0","0","0","0","0","1,631,000","0","0","0","2,432,000","801,000","1,631,000","1,631,000",
"2449","京元電子        ","1,547,000","601,000","946,000","0","0","0","55,000","0","55,000","627,000","2,000","62,000","-60,000","963,000","276,000","687,000","1,628,000",
"063435","上証2X凱基71購01","0","0","0","0","0","0","0","0","0","1,623,000","0","0","0","1,673,000","50,000","1,623,000","1,623,000",
"05572P","大同元大86售04  ","0","0","0","0","0","0","0","0","0","1,607,000","0","0","0","2,592,000","985,000","1,607,000","1,607,000",
"065045","台積電元大73購01","0","0","0","0","0","0","0","0","0","1,582,000","0","0","0","1,582,000","0","1,582,000","1,582,000",
"2324","仁寶            ","2,950,531","1,393,113","1,557,418","0","0","0","0","0","0","24,000","2,000","18,000","-16,000","180,000","140,000","40,000","1,581,418",
"5521","工信            ","1,569,000","6,000","1,563,000","0","0","0","0","0","0","0","0","0","0","0","0","0","1,563,000",
"068254","奇美材國泰76購01","0","0","0","0","0","0","0","0","0","1,550,000","0","0","0","1,865,000","315,000","1,550,000","1,550,000",
"3026","禾伸堂          ","1,448,000","190,910","1,257,090","0","0","0","184,000","96,000","88,000","163,000","279,000","147,000","132,000","178,000","147,000","31,000","1,508,090",
"062069","大立光元大73購08","0","0","0","0","0","0","0","0","0","1,507,000","0","0","0","2,507,000","1,000,000","1,507,000","1,507,000",
"4915","致伸            ","1,688,000","332,000","1,356,000","0","0","0","25,000","43,000","-18,000","148,000","0","11,000","-11,000","202,000","43,000","159,000","1,486,000",
"3576","聯合再生        ","1,520,000","25,000","1,495,000","0","0","0","0","0","0","-16,000","0","16,000","-16,000","0","0","0","1,479,000",
"061951","大立光群益76購02","0","0","0","0","0","0","0","0","0","1,471,000","0","0","0","1,494,000","23,000","1,471,000","1,471,000",
"062070","大立光元大73購10","0","0","0","0","0","0","0","0","0","1,469,000","0","0","0","2,531,000","1,062,000","1,469,000","1,469,000",
"1101","台泥            ","3,969,000","3,562,951","406,049","0","0","0","732,000","0","732,000","329,000","744,000","360,000","384,000","36,000","91,000","-55,000","1,467,049",
"04944P","晶電群益86售01  ","0","0","0","0","0","0","0","0","0","1,442,000","0","0","0","1,637,000","195,000","1,442,000","1,442,000",
"069656","大立光永豐76購06","0","0","0","0","0","0","0","0","0","1,436,000","0","0","0","1,466,000","30,000","1,436,000","1,436,000",
"066148","臺股指凱基73購04","0","0","0","0","0","0","0","0","0","1,414,000","0","0","0","1,898,000","484,000","1,414,000","1,414,000",
"03383P","南電凱基93售03  ","0","0","0","0","0","0","0","0","0","1,393,000","0","0","0","1,393,000","0","1,393,000","1,393,000",
"068070","台積電元大75購02","0","0","0","0","0","0","0","0","0","1,367,000","0","0","0","1,418,000","51,000","1,367,000","1,367,000",
"00636","國泰中國A50     ","292,000","394,000","-102,000","0","0","0","0","0","0","1,451,000","150,000","0","150,000","2,494,000","1,193,000","1,301,000","1,349,000",
"069542","嘉聯益永豐75購04","0","0","0","0","0","0","0","0","0","1,346,000","0","0","0","2,093,000","747,000","1,346,000","1,346,000",
"3406","玉晶光          ","1,876,000","750,000","1,126,000","0","0","0","0","0","0","191,000","12,000","13,000","-1,000","318,000","126,000","192,000","1,317,000",
"2027","大成鋼          ","665,000","805,000","-140,000","0","0","0","926,000","0","926,000","511,000","762,000","251,000","511,000","0","0","0","1,297,000",
"068181","華夏元富76購01  ","0","0","0","0","0","0","0","0","0","1,276,000","0","0","0","1,870,000","594,000","1,276,000","1,276,000",
"062194","大立光凱基76購07","0","0","0","0","0","0","0","0","0","1,270,000","0","0","0","1,270,000","0","1,270,000","1,270,000",
"067185","全宇群益74購01  ","0","0","0","0","0","0","0","0","0","1,265,000","0","0","0","1,492,000","227,000","1,265,000","1,265,000",
"05638P","智邦元大87售03  ","0","0","0","0","0","0","0","0","0","1,264,000","0","0","0","1,451,000","187,000","1,264,000","1,264,000",
"062262","大立光群益77購02","0","0","0","0","0","0","0","0","0","1,263,000","0","0","0","1,892,000","629,000","1,263,000","1,263,000",
"060784","鴻海群益73購02  ","0","0","0","0","0","0","0","0","0","1,253,000","0","0","0","3,358,000","2,105,000","1,253,000","1,253,000",
"6525","捷敏-KY         ","1,003,000","302,000","701,000","0","0","0","502,000","0","502,000","48,000","68,000","20,000","48,000","0","0","0","1,251,000",
"00665L","富邦恒生國企正2 ","525,000","0","525,000","0","0","0","0","0","0","722,000","0","0","0","858,000","136,000","722,000","1,247,000",
"3376","新日興          ","1,008,000","183,000","825,000","0","0","0","87,000","0","87,000","333,000","126,000","0","126,000","215,000","8,000","207,000","1,245,000",
"6505","台塑化          ","1,191,104","121,400","1,069,704","0","0","0","30,000","0","30,000","144,000","165,000","21,000","144,000","0","0","0","1,243,704",
"069566","滬深2X國泰76購03","0","0","0","0","0","0","0","0","0","1,240,000","0","0","0","1,250,000","10,000","1,240,000","1,240,000",
"3005","神基            ","1,654,000","558,000","1,096,000","0","0","0","223,000","0","223,000","-90,000","2,000","55,000","-53,000","91,000","128,000","-37,000","1,229,000",
"2610","華航            ","1,764,000","3,106,671","-1,342,671","0","0","0","1,338,000","0","1,338,000","1,231,000","1,275,000","44,000","1,231,000","0","0","0","1,226,329",
"2534","宏盛            ","834,000","85,000","749,000","0","0","0","0","0","0","470,000","25,000","1,000","24,000","555,000","109,000","446,000","1,219,000",
"1714","和桐            ","1,046,000","390,000","656,000","0","0","0","0","0","0","558,000","3,000","6,000","-3,000","632,000","71,000","561,000","1,214,000",
"069315","國泰金元大76購01","0","0","0","0","0","0","0","0","0","1,212,000","0","0","0","1,538,000","326,000","1,212,000","1,212,000",
"068834","滬深2X永豐75購01","0","0","0","0","0","0","0","0","0","1,203,000","0","0","0","1,203,000","0","1,203,000","1,203,000",
"068795","微星國泰75購01  ","0","0","0","0","0","0","0","0","0","1,195,000","0","0","0","2,620,000","1,425,000","1,195,000","1,195,000",
"04939P","上銀富邦87售01  ","0","0","0","0","0","0","0","0","0","1,190,000","0","0","0","1,310,000","120,000","1,190,000","1,190,000",
"1802","台玻            ","637,000","491,000","146,000","0","0","0","715,000","0","715,000","325,000","378,000","3,000","375,000","0","50,000","-50,000","1,186,000",
"4938","和碩            ","2,919,440","1,764,901","1,154,539","0","0","0","0","0","0","23,000","14,000","41,000","-27,000","60,000","10,000","50,000","1,177,539",
"1305","華夏            ","1,674,000","334,330","1,339,670","0","0","0","414,000","0","414,000","-578,000","1,000","82,000","-81,000","55,000","552,000","-497,000","1,175,670",
"063678","滬深2X群益72購06","0","0","0","0","0","0","0","0","0","1,163,000","0","0","0","1,343,000","180,000","1,163,000","1,163,000",
"070918","亞德客國泰77購01","0","0","0","0","0","0","0","0","0","1,152,000","0","0","0","1,167,000","15,000","1,152,000","1,152,000",
"00631L","元大台灣50正2   ","429,000","0","429,000","0","0","0","0","0","0","708,000","86,000","0","86,000","676,000","54,000","622,000","1,137,000",
"062142","大立光元大75購07","0","0","0","0","0","0","0","0","0","1,133,000","0","0","0","1,203,000","70,000","1,133,000","1,133,000",
"065598","上証2X群益73購05","0","0","0","0","0","0","0","0","0","1,120,000","0","0","0","1,312,000","192,000","1,120,000","1,120,000",
"8163","達方            ","773,000","35,000","738,000","0","0","0","0","0","0","375,000","82,000","4,000","78,000","329,000","32,000","297,000","1,113,000",
"062137","大立光元大73購07","0","0","0","0","0","0","0","0","0","1,111,000","0","0","0","1,121,000","10,000","1,111,000","1,111,000",
"065270","台苯元富73購01  ","0","113,000","-113,000","0","0","0","0","0","0","1,221,000","0","0","0","1,493,000","272,000","1,221,000","1,108,000",
"05971P","T50反1元大87售03","0","0","0","0","0","0","0","0","0","1,105,000","0","0","0","2,020,000","915,000","1,105,000","1,105,000",
"068962","台光電富邦75購02","0","0","0","0","0","0","0","0","0","1,098,000","0","0","0","1,434,000","336,000","1,098,000","1,098,000",
"068094","儒鴻凱基74購02  ","0","0","0","0","0","0","0","0","0","1,094,000","0","0","0","1,550,000","456,000","1,094,000","1,094,000",
"00642U","元大S&P石油     ","511,000","2,000","509,000","0","0","0","0","0","0","571,000","0","0","0","764,000","193,000","571,000","1,080,000",
"00639","富邦深100       ","0","0","0","0","0","0","0","0","0","1,075,000","0","0","0","1,154,000","79,000","1,075,000","1,075,000",
"065289","上証2X富邦74購01","0","0","0","0","0","0","0","0","0","1,075,000","0","0","0","1,120,000","45,000","1,075,000","1,075,000",
"04507P","台光電元大94售03","0","0","0","0","0","0","0","0","0","1,071,000","0","0","0","1,210,000","139,000","1,071,000","1,071,000",
"5880","合庫金          ","2,078,052","914,167","1,163,885","0","0","0","0","0","0","-94,000","0","94,000","-94,000","0","0","0","1,069,885",
"1102","亞泥            ","1,091,404","72,708","1,018,696","0","0","0","23,000","0","23,000","27,000","47,000","20,000","27,000","0","0","0","1,068,696",
"067951","致伸元大74購02  ","0","0","0","0","0","0","0","0","0","1,065,000","0","0","0","1,519,000","454,000","1,065,000","1,065,000",
"069919","旺宏統一76購07  ","0","0","0","0","0","0","0","0","0","1,053,000","0","0","0","1,726,000","673,000","1,053,000","1,053,000",
"2498","宏達電          ","1,322,000","348,563","973,437","0","0","0","0","0","0","79,000","80,000","15,000","65,000","160,000","146,000","14,000","1,052,437",
"2311","日月光          ","5,226,804","4,483,808","742,996","0","0","0","293,000","0","293,000","13,000","0","2,000","-2,000","76,000","61,000","15,000","1,048,996",
"069678","大立光富邦7A購01","0","0","0","0","0","0","0","0","0","1,047,000","0","0","0","1,315,000","268,000","1,047,000","1,047,000",
"062271","大立光統一73購02","0","0","0","0","0","0","0","0","0","1,041,000","0","0","0","1,041,000","0","1,041,000","1,041,000",
"069279","國泰金元大75購04","0","0","0","0","0","0","0","0","0","1,039,000","0","0","0","1,295,000","256,000","1,039,000","1,039,000",
"062138","大立光元大73購09","0","10,000","-10,000","0","0","0","0","0","0","1,048,000","0","0","0","1,675,000","627,000","1,048,000","1,038,000",
"070184","麗豐國泰76購01  ","0","0","0","0","0","0","0","0","0","1,028,000","0","0","0","1,031,000","3,000","1,028,000","1,028,000",
"2633","台灣高鐵        ","1,062,000","176,483","885,517","0","0","0","0","0","0","142,000","0","1,000","-1,000","143,000","0","143,000","1,027,517",
"070092","晶豪科國泰76購01","0","0","0","0","0","0","0","0","0","1,016,000","0","0","0","1,151,000","135,000","1,016,000","1,016,000",
"006206","元大上證50      ","130,000","100,000","30,000","0","0","0","0","0","0","979,000","210,000","0","210,000","785,000","16,000","769,000","1,009,000",
"065661","旺宏康和73購01  ","0","0","0","0","0","0","0","0","0","1,001,000","0","0","0","1,001,000","0","1,001,000","1,001,000",
"04038P","聯茂群益93售03  ","0","0","0","0","0","0","0","0","0","997,000","0","0","0","998,000","1,000","997,000","997,000",
"065599","臺指反群益73購02","0","0","0","0","0","0","0","0","0","993,000","0","0","0","998,000","5,000","993,000","993,000",
"067523","廣宇國泰74購01  ","0","0","0","0","0","0","0","0","0","988,000","0","0","0","1,008,000","20,000","988,000","988,000",
"068159","廣華群益75購01  ","0","0","0","0","0","0","0","0","0","974,000","0","0","0","1,109,000","135,000","974,000","974,000",
"062111","大立光永豐76購03","0","0","0","0","0","0","0","0","0","973,000","0","0","0","973,000","0","973,000","973,000",
"062213","大立光永豐75購02","0","0","0","0","0","0","0","0","0","969,000","0","0","0","1,019,000","50,000","969,000","969,000",
"1710","東聯            ","1,338,000","508,000","830,000","0","0","0","0","0","0","137,000","7,000","0","7,000","493,000","363,000","130,000","967,000",
"067136","美律群益74購02  ","0","0","0","0","0","0","0","0","0","960,000","0","0","0","1,072,000","112,000","960,000","960,000",
"067217","全宇國泰74購01  ","0","100,000","-100,000","0","0","0","0","0","0","1,057,000","0","0","0","1,633,000","576,000","1,057,000","957,000",
"3622","洋華            ","1,608,000","682,000","926,000","0","0","0","0","0","0","25,000","51,000","26,000","25,000","0","0","0","951,000",
"070472","微星日盛76購01  ","0","0","0","0","0","0","0","0","0","950,000","0","0","0","1,681,000","731,000","950,000","950,000",
"2323","中環            ","1,210,000","260,000","950,000","0","0","0","0","0","0","-1,000","0","1,000","-1,000","0","0","0","949,000",
"063610","聯鈞元大71購07  ","0","0","0","0","0","0","0","0","0","948,000","0","0","0","948,000","0","948,000","948,000",
"04705P","臺股指統一95售02","0","0","0","0","0","0","0","0","0","943,000","0","0","0","1,547,000","604,000","943,000","943,000",
"062201","大立光日盛72購01","0","0","0","0","0","0","0","0","0","936,000","0","0","0","1,314,000","378,000","936,000","936,000",
"065381","長榮凱基73購03  ","0","0","0","0","0","0","0","0","0","926,000","0","0","0","930,000","4,000","926,000","926,000",
"00663L","國泰臺灣加權正2 ","0","0","0","0","0","0","0","0","0","924,000","0","0","0","966,000","42,000","924,000","924,000",
"2884","玉山金          ","2,983,382","2,060,570","922,812","0","0","0","0","0","0","0","0","0","0","0","0","0","922,812",
"2312","金寶            ","927,000","7,000","920,000","0","0","0","0","0","0","0","0","0","0","0","0","0","920,000",
"064388","華夏凱基72購01  ","0","0","0","0","0","0","0","0","0","918,000","0","0","0","1,123,000","205,000","918,000","918,000",
"069489","全宇元大75購01  ","0","0","0","0","0","0","0","0","0","917,000","0","0","0","1,685,000","768,000","917,000","917,000",
"2606","裕民            ","492,000","126,000","366,000","0","0","0","115,000","0","115,000","423,000","315,000","25,000","290,000","191,000","58,000","133,000","904,000",
"065668","奇力新元大74購01","0","0","0","0","0","0","0","0","0","894,000","0","0","0","1,658,000","764,000","894,000","894,000",
"064113","上証2X永豐72購01","0","0","0","0","0","0","0","0","0","891,000","0","0","0","921,000","30,000","891,000","891,000",
"068137","全宇元大74購01  ","0","0","0","0","0","0","0","0","0","891,000","0","0","0","1,085,000","194,000","891,000","891,000",
"069339","國巨永豐75購02  ","0","0","0","0","0","0","0","0","0","886,000","0","0","0","1,084,000","198,000","886,000","886,000",
"062202","大立光日盛73購01","0","0","0","0","0","0","0","0","0","877,000","0","0","0","1,903,000","1,026,000","877,000","877,000",
"3090","日電貿          ","1,219,000","394,000","825,000","0","0","0","0","0","0","39,000","45,000","6,000","39,000","0","0","0","864,000",
"059902","友達永昌71購01  ","0","0","0","0","0","0","0","0","0","862,000","0","0","0","2,921,000","2,059,000","862,000","862,000",
"1707","葡萄王          ","399,000","56,000","343,000","0","0","0","197,000","0","197,000","314,000","134,000","21,000","113,000","223,000","22,000","201,000","854,000",
"2401","凌陽            ","959,000","413,000","546,000","0","0","0","0","0","0","307,000","16,000","69,000","-53,000","413,000","53,000","360,000","853,000",
"066735","智邦國票74購01  ","0","0","0","0","0","0","0","0","0","850,000","0","0","0","851,000","1,000","850,000","850,000",
"2887","台新金          ","4,101,000","3,154,320","946,680","0","0","0","0","0","0","-100,000","120,000","120,000","0","0","100,000","-100,000","846,680",
"069876","榮成國泰76購01  ","0","0","0","0","0","0","0","0","0","845,000","0","0","0","878,000","33,000","845,000","845,000",
"070499","上証2X中信7A購01","0","0","0","0","0","0","0","0","0","844,000","0","0","0","955,000","111,000","844,000","844,000",
"070830","華夏凱基76購01  ","0","0","0","0","0","0","0","0","0","842,000","0","0","0","1,076,000","234,000","842,000","842,000",
"04309P","滬深2X統一93售05","0","0","0","0","0","0","0","0","0","839,000","0","0","0","839,000","0","839,000","839,000",
"063695","樺漢國泰73購01  ","0","0","0","0","0","0","0","0","0","820,000","0","0","0","1,002,000","182,000","820,000","820,000",
"3019","亞光            ","912,000","210,000","702,000","0","0","0","0","0","0","116,000","202,000","154,000","48,000","80,000","12,000","68,000","818,000",
"069932","卜蜂永豐76購01  ","0","0","0","0","0","0","0","0","0","807,000","0","0","0","982,000","175,000","807,000","807,000",
"067046","富邦金元富74購01","0","0","0","0","0","0","0","0","0","807,000","0","0","0","1,120,000","313,000","807,000","807,000",
"066100","群創群益74購01  ","0","0","0","0","0","0","0","0","0","806,000","0","0","0","809,000","3,000","806,000","806,000",
"062033","台灣50元富72購03","0","0","0","0","0","0","0","0","0","805,000","0","0","0","805,000","0","805,000","805,000",
"065377","微星凱基76購01  ","0","0","0","0","0","0","0","0","0","804,000","0","0","0","4,092,000","3,288,000","804,000","804,000",
"068280","大立光日盛75購01","0","0","0","0","0","0","0","0","0","800,000","0","0","0","890,000","90,000","800,000","800,000",
"066907","中橡富邦74購01  ","0","0","0","0","0","0","0","0","0","795,000","0","0","0","805,000","10,000","795,000","795,000",
"066861","華晶科元大74購03","0","0","0","0","0","0","0","0","0","794,000","0","0","0","1,041,000","247,000","794,000","794,000",
"05629P","台苯群益87售01  ","0","0","0","0","0","0","0","0","0","792,000","0","0","0","1,020,000","228,000","792,000","792,000",
"00701","國泰股利精選30  ","164,000","0","164,000","0","0","0","0","0","0","627,000","0","0","0","627,000","0","627,000","791,000",
"00635U","元大S&P黃金     ","247,000","0","247,000","0","0","0","0","0","0","534,000","0","0","0","628,000","94,000","534,000","781,000",
"061914","T50反1凱基76購02","0","0","0","0","0","0","0","0","0","779,000","0","0","0","809,000","30,000","779,000","779,000",
"062259","大立光群益76購08","0","0","0","0","0","0","0","0","0","779,000","0","0","0","1,670,000","891,000","779,000","779,000",
