"證券代號","證券名稱","外陸資買進股數(不含外資自營商)","外陸資賣出股數(不含外資自營商)","外陸資買賣超股數(不含外資自營商)","外資自營商買進股數","外資自營商賣出股數","外資自營商買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
"062925","GIS兆豐74購01   ","0","0","0","0","0","0","0","0","0","-8,000","0","0","0","25,000","33,000","-8,000","-8,000",
"3454","晶睿            ","10,000","16,000","-6,000","0","0","0","0","0","0","-2,000","0","0","0","0","2,000","-2,000","-8,000",
"067398","信邦統一74購01  ","0","0","0","0","0","0","0","0","0","-8,000","0","0","0","29,000","37,000","-8,000","-8,000",
"1737","臺鹽            ","12,000","21,000","-9,000","0","0","0","0","0","0","0","0","0","0","0","0","0","-9,000",
"070903","旺宏元大77購05  ","0","0","0","0","0","0","0","0","0","-9,000","0","0","0","11,000","20,000","-9,000","-9,000",
"069371","富邦金永昌75購02","0","0","0","0","0","0","0","0","0","-9,000","0","0","0","60,000","69,000","-9,000","-9,000",
"068684","華通凱基75購02  ","0","0","0","0","0","0","0","0","0","-9,000","0","0","0","11,000","20,000","-9,000","-9,000",
"03957P","創意統一94售02  ","0","0","0","0","0","0","0","0","0","-9,000","0","0","0","0","9,000","-9,000","-9,000",
"00716R","華頓S&P布蘭特反1","0","0","0","0","0","0","0","0","0","-9,000","0","0","0","243,000","252,000","-9,000","-9,000",
"04047P","華邦電元大94售03","0","0","0","0","0","0","0","0","0","-9,000","0","0","0","1,000","10,000","-9,000","-9,000",
"061260","FB臺反元大74購01","0","0","0","0","0","0","0","0","0","-9,000","0","0","0","30,000","39,000","-9,000","-9,000",
"05613P","大成鋼元大87售03","0","0","0","0","0","0","0","0","0","-9,000","0","0","0","0","9,000","-9,000","-9,000",
"061540","中石化中信72購01","0","0","0","0","0","0","0","0","0","-9,000","0","0","0","26,000","35,000","-9,000","-9,000",
"06217P","聯茂群益88售01  ","0","0","0","0","0","0","0","0","0","-9,000","0","0","0","51,000","60,000","-9,000","-9,000",
"05547P","大同中信88售03  ","0","0","0","0","0","0","0","0","0","-9,000","0","0","0","10,000","19,000","-9,000","-9,000",
"05543P","可成元大86售08  ","0","0","0","0","0","0","0","0","0","-9,000","0","0","0","171,000","180,000","-9,000","-9,000",
"05667P","潤泰全元大88售01","0","0","0","0","0","0","0","0","0","-9,000","0","0","0","262,000","271,000","-9,000","-9,000",
"063553","上銀群益72購03  ","0","0","0","0","0","0","0","0","0","-9,000","0","0","0","5,000","14,000","-9,000","-9,000",
"063554","樺漢群益72購04  ","0","0","0","0","0","0","0","0","0","-9,000","0","0","0","0","9,000","-9,000","-9,000",
"065953","台勝科兆豐74購02","0","0","0","0","0","0","0","0","0","-9,000","0","0","0","11,000","20,000","-9,000","-9,000",
"064754","臺股指群益72購05","0","0","0","0","0","0","0","0","0","-9,000","0","0","0","45,000","54,000","-9,000","-9,000",
"064271","樺漢台新73購01  ","0","0","0","0","0","0","0","0","0","-9,000","0","0","0","0","9,000","-9,000","-9,000",
"065341","光磊永豐73購01  ","0","0","0","0","0","0","0","0","0","-9,000","0","0","0","21,000","30,000","-9,000","-9,000",
"067550","富邦金台新75購01","0","0","0","0","0","0","0","0","0","-9,000","0","0","0","6,000","15,000","-9,000","-9,000",
"2516","新建            ","39,000","51,000","-12,000","0","0","0","0","0","0","3,000","3,000","0","3,000","0","0","0","-9,000",
"067895","嘉聯益國泰74購02","0","0","0","0","0","0","0","0","0","-9,000","0","0","0","1,000","10,000","-9,000","-9,000",
"3305","昇貿            ","6,000","15,000","-9,000","0","0","0","0","0","0","0","0","0","0","0","0","0","-9,000",
"9908","大台北          ","19,000","20,000","-1,000","0","0","0","0","0","0","-8,000","0","8,000","-8,000","0","0","0","-9,000",
"068942","群創凱基75購05  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","400,000","410,000","-10,000","-10,000",
"068569","大同元富75購02  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"068557","元油反統一75購01","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"068558","旺宏統一75購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"068472","今國光元大75購01","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"068498","鎧勝國票75購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","10,000","20,000","-10,000","-10,000",
"069256","旺宏永豐75購02  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","10,000","20,000","-10,000","-10,000",
"069024","禾伸堂群益75購01","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"069716","T50反1兆豐7C購01","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"069764","台積電永昌77購02","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","20,000","30,000","-10,000","-10,000",
"069843","創意元大76購02  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","21,000","31,000","-10,000","-10,000",
"069444","群創凱基75購06  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"069445","群創凱基75購07  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"069461","義隆台新78購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"069509","兆豐金元富75購01","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"069502","堤維西元富75購01","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"069504","聯電元富75購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","90,000","100,000","-10,000","-10,000",
"069540","明泰永豐75購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","44,000","54,000","-10,000","-10,000",
"069663","新唐元富76購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"069679","創意富邦76購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"070923","上証2X富邦78購01","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"070987","臻鼎永豐76購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","53,000","63,000","-10,000","-10,000",
"071046","滬深2X宏遠77購01","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"071027","信邦康和76購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"071048","友達宏遠77購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","200,000","210,000","-10,000","-10,000",
"071007","台積電富邦78購01","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"070721","台勝科統一76購02","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"070827","欣興元富76購02  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","10,000","20,000","-10,000","-10,000",
"1704","榮化            ","227,000","170,000","57,000","0","0","0","14,000","0","14,000","-81,000","18,000","13,000","5,000","27,000","113,000","-86,000","-10,000",
"071060","華夏永豐77購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"070132","旺宏永豐76購04  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","433,000","443,000","-10,000","-10,000",
"070162","華邦電元富76購02","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","34,000","44,000","-10,000","-10,000",
"070149","景碩元大77購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","108,000","118,000","-10,000","-10,000",
"070150","緯創元大76購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","132,000","142,000","-10,000","-10,000",
"069985","儒鴻永豐76購02  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","100,000","110,000","-10,000","-10,000",
"070002","力達元大76購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","20,000","30,000","-10,000","-10,000",
"070037","鴻海台新77購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","104,000","114,000","-10,000","-10,000",
"070420","旺宏群益76購10  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","411,000","421,000","-10,000","-10,000",
"070456","大同國票76購02  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","343,000","353,000","-10,000","-10,000",
"070444","宏達電元富76購02","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","33,000","43,000","-10,000","-10,000",
"070503","大立光中信78購03","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"056662","瑞儀第一72購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"05680P","滬深2X群益87售01","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","499,000","509,000","-10,000","-10,000",
"05568P","大立光群益86售05","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"05734P","大毅群益87售01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","20,000","30,000","-10,000","-10,000",
"05874P","義隆元大87售02  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"062346","微星元富71購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","80,000","90,000","-10,000","-10,000",
"062348","國泰金元富71購01","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"061568","中信金永昌71購01","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"06150P","台積電國泰89售02","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","15,000","25,000","-10,000","-10,000",
"061471","聯發科中信71購04","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","205,000","215,000","-10,000","-10,000",
"06085P","力山永豐87售02  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","23,000","33,000","-10,000","-10,000",
"060806","T50反1元大75購01","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"066082","聯鈞富邦73購02  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","100,000","110,000","-10,000","-10,000",
"066093","T50反1群益73購03","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"066115","順德永豐73購02  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","11,000","21,000","-10,000","-10,000",
"066399","瑞昱群益73購03  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"066390","超眾富邦73購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"05921P","光磊元富87售02  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"06177P","智邦元大88售03  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"061735","和大中信72購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","96,000","106,000","-10,000","-10,000",
"06173P","臺股指中信8A售03","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"06169P","康控元大88售04  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"05422P","臺股指兆豐86售02","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"05478P","上銀統一86售02  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"05511P","英業達中信86售02","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","10,000","20,000","-10,000","-10,000",
"05889P","宏達電元富87售04","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"065590","國泰金兆豐73購01","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","72,000","82,000","-10,000","-10,000",
"065720","旺宏兆豐73購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","10,000","20,000","-10,000","-10,000",
"065742","瑞昱永昌73購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","10,000","20,000","-10,000","-10,000",
"065756","上銀永豐73購02  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"066517","中租統一73購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"065063","貿聯兆豐73購02  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"065055","上銀兆豐73購03  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","30,000","40,000","-10,000","-10,000",
"065052","GIS元大73購03   ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"05632P","台積電國票88售01","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"06124P","世紀鋼元大88售02","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"061368","T50反1兆豐74購02","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"06134P","光寶科元富87售02","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"05044P","臺股指永昌85售04","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"057861","T50反1中信73購01","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"062499","東聯群益73購02  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"062488","開發金元富72購01","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","10,000","20,000","-10,000","-10,000",
"05369P","台積電永昌86售03","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"04928P","高鐵元大85售02  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"04942P","可成統一85售01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"05000P","鴻海中信85售05  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"05065P","台灣50富邦89售02","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","33,000","43,000","-10,000","-10,000",
"04862P","台積電元大94售26","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"00707R","元大S&P日圓反1  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","1,000","11,000","-10,000","-10,000",
"04476P","玉晶光元大94售05","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"04482P","臺股指日盛94售01","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"03331B","臺股指元大75熊05","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"04324P","新光金元大94售01","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"04556P","大成鋼群益94售02","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"04514P","元石油中信97售01","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","50,000","60,000","-10,000","-10,000",
"04235P","鴻海群益93售08  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"04153P","旺宏永豐93售03  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","29,000","39,000","-10,000","-10,000",
"03979P","台積電凱基93售16","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"03771P","中磊元大93售03  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"03773P","南茂元大93售01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","51,000","61,000","-10,000","-10,000",
"03950P","聯發科中信93售03","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"04040P","大立光統一93售09","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"05187P","嘉聯益元大85售04","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"04573P","聯電統一94售02  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"05210P","臺股指康和85售06","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"04765P","宏達電永豐94售02","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"04578P","微星富邦96售01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"04632P","台積電群益94售11","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"04604P","華新科國票95售01","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"065346","奇鋐永豐73購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"065314","東陽統一73購02  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","10,000","20,000","-10,000","-10,000",
"065160","上証反凱基79購02","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"065089","大同群益73購03  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","43,000","53,000","-10,000","-10,000",
"065106","華邦電富邦74購02","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"065102","晶豪科元大75購01","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","57,000","67,000","-10,000","-10,000",
"064306","富邦金永昌72購01","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"062634","T50反1兆豐77購02","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"063649","宏達電兆豐73購01","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","70,000","80,000","-10,000","-10,000",
"064719","華邦電元富72購01","10,000","0","10,000","0","0","0","0","0","0","-20,000","0","0","0","183,000","203,000","-20,000","-10,000",
"064724","長榮統一73購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","20,000","30,000","-10,000","-10,000",
"066367","新光金兆豐79購01","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"066360","貿聯元富73購03  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","26,000","36,000","-10,000","-10,000",
"066330","台郡台新73購03  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"066206","華新科元大73購03","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"064974","上銀日盛73購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","10,000","20,000","-10,000","-10,000",
"064944","華通永豐72購03  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","21,000","31,000","-10,000","-10,000",
"064828","玉晶光康和72購01","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"064831","聯鈞台新73購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"064833","華通永豐72購02  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","44,000","54,000","-10,000","-10,000",
"064767","GIS國泰75購01   ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"064775","華通統一72購02  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","40,000","50,000","-10,000","-10,000",
"065930","乙盛永豐73購02  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"063205","南亞科日盛71購01","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"063300","綠悅元大73購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"063336","中石化永豐71購01","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"063393","T50反1中信71購02","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"063568","滬深2X康和71購03","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"063538","義隆群益72購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"062766","裕融永豐71購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"062779","凌陽元大71購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"062682","國泰金兆豐71購02","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","50,000","60,000","-10,000","-10,000",
"062649","鴻海兆豐75購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"063443","亞德客凱基71購02","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"063444","華新凱基71購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"063445","華新凱基71購02  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","10,000","20,000","-10,000","-10,000",
"065824","新唐國泰73購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","32,000","42,000","-10,000","-10,000",
"065852","劍麟中信74購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"066232","可成國泰74購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"065650","智伸科凱基73購01","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"065240","鴻海兆豐75購02  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"065493","富邦金國票73購01","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"065458","乙盛凱基73購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"062939","為升國票72購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"062967","長榮航凱基71購01","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","120,000","130,000","-10,000","-10,000",
"064622","玉晶光群益72購01","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"063838","T50反1康和77購01","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"068226","友達元富76購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","8,000","18,000","-10,000","-10,000",
"068202","明泰兆豐75購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","100,000","110,000","-10,000","-10,000",
"063935","臻鼎統一73購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","48,000","58,000","-10,000","-10,000",
"063888","京鼎國泰73購03  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"064595","廣宇統一72購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"065191","貿聯統一73購04  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"064570","矽力永豐72購02  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"064557","綠悅國泰74購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"063119","京元電富邦71購01","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","30,000","40,000","-10,000","-10,000",
"063770","京鼎元富71購02  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"063746","華通元大71購06  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"063800","中磊凱基71購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"064035","華通凱基73購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"064191","百和兆豐74購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"064200","致伸凱基72購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","10,000","20,000","-10,000","-10,000",
"064184","T50反1兆豐75購01","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"064186","華新兆豐72購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"064116","華通永豐72購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"068003","台積電康和74購02","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","10,000","20,000","-10,000","-10,000",
"068004","鴻準康和74購02  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"067950","華擎元大74購02  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","178,000","188,000","-10,000","-10,000",
"068895","旺宏統一76購03  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"068885","全新永豐75購02  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"068765","聯德群益75購02  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"068077","道瓊反統一77購01","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"068062","訊芯永豐74購03  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"068144","上証2X中信77購02","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","12,000","22,000","-10,000","-10,000",
"068139","力成元大74購02  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","10,000","20,000","-10,000","-10,000",
"068361","臻鼎兆豐75購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","10,000","20,000","-10,000","-10,000",
"068358","健和興兆豐75購01","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"068397","廣宇台新76購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","50,000","60,000","-10,000","-10,000",
"068423","宏碁元大75購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","20,000","30,000","-10,000","-10,000",
"4141","龍燈-KY         ","4,000","14,000","-10,000","0","0","0","0","0","0","0","0","0","0","0","0","0","-10,000",
"066760","健和興群益75購02","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"067080","奇鋐群益74購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
"067049","儒鴻國泰74購01  ","0","0","0","0","0","0","0","0","0","-10,000","0","0","0","0","10,000","-10,000","-10,000",
