日期,證券代號,證券名稱,產業別,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
20180724,0050,元大台灣50,ETF,"5,116,814","2,053","432,638,596",84.45,84.70,84.15,84.70,+,0.15,84.65,926,84.70,151,0.00,"2,465,000","6,000","2,459,000",0,0,0,0,0,0,"1,836,000",0,0,0,"1,858,000","22,000","1,836,000","4,295,000"
20180725,0050,元大台灣50,ETF,"6,352,201","1,862","538,152,149",84.05,84.85,84.05,84.75,+,0.05,84.70,688,84.75,72,0.00,"5,448,000","178,000","5,270,000",0,0,0,0,0,0,"-956,000",0,0,0,"324,000","1,280,000","-956,000","4,314,000"
20180726,0050,元大台灣50,ETF,"8,471,170","2,884","720,308,687",84.75,85.25,84.75,85.00,+,0.25,85.00,72,85.05,18,0.00,"7,150,000","25,000","7,125,000",0,0,0,0,0,0,"-1,183,000","56,000",0,"56,000","883,000","2,122,000","-1,239,000","5,942,000"
20180727,0050,元大台灣50,ETF,"5,947,118","1,942","508,730,875",85.10,85.75,85.10,85.70,+,0.7,85.65,185,85.70,46,0.00,"3,234,000","101,000","3,133,000",0,0,0,0,0,0,"1,312,000",0,0,0,"1,732,000","420,000","1,312,000","4,445,000"
20180730,0050,元大台灣50,ETF,"3,230,410","1,179","276,780,248",85.65,85.90,85.40,85.55,-,0.15,85.50,510,85.55,90,0.00,"1,753,000","186,060","1,566,940",0,0,0,0,"30,000","-30,000","512,000",0,"67,000","-67,000","971,000","392,000","579,000","2,048,940"
20180731,0050,元大台灣50,ETF,"2,739,663","1,056","234,041,326",85.35,85.70,85.05,85.55, ,0.0,85.50,36,85.55,249,0.00,"684,000","53,000","631,000",0,0,0,0,"265,000","-265,000","1,152,000",0,0,0,"1,358,000","206,000","1,152,000","1,518,000"
20180801,0050,元大台灣50,ETF,"4,012,507","1,507","345,034,802",85.80,86.20,85.80,86.15,+,0.6,86.10,114,86.15,26,0.00,"1,996,000","10,000","1,986,000",0,0,0,0,0,0,"632,000","154,000","1,000","153,000","1,001,000","522,000","479,000","2,618,000"
20180802,0050,元大台灣50,ETF,"4,774,950","1,255","408,144,300",86.10,86.15,84.85,84.85,-,1.3,84.85,257,84.95,28,0.00,"2,044,000","135,160","1,908,840",0,0,0,0,0,0,"-713,000","184,000","20,000","164,000","653,000","1,530,000","-877,000","1,195,840"
20180803,0050,元大台灣50,ETF,"1,225,166",661,"104,806,018",85.40,85.70,85.35,85.55,+,0.7,85.50,52,85.55,21,0.00,"234,000","1,000","233,000",0,0,0,0,0,0,"320,000","276,000",0,"276,000","259,000","215,000","44,000","553,000"
20180806,0050,元大台灣50,ETF,"2,424,671","1,169","208,061,157",85.55,86.10,85.35,85.70,+,0.15,85.70,1,85.75,7,0.00,"245,000","3,000","242,000",0,0,0,0,0,0,"-445,000","368,000",0,"368,000","146,000","959,000","-813,000","-203,000"
20180807,0050,元大台灣50,ETF,"1,199,281",893,"102,654,664",85.70,85.80,85.40,85.50,-,0.2,85.45,12,85.50,364,0.00,"184,000","30,000","154,000",0,0,0,0,0,0,"-615,445","46,000",0,"46,000","72,000","733,445","-661,445","-461,445"
20180808,0050,元大台灣50,ETF,"4,074,984","1,274","351,307,291",85.80,86.40,85.80,86.15,+,0.65,86.15,177,86.20,55,0.00,"2,072,000","215,000","1,857,000",0,0,0,0,0,0,"-119,000",0,0,0,"523,000","642,000","-119,000","1,738,000"
20180809,0050,元大台灣50,ETF,"1,631,789",860,"140,409,677",86.10,86.25,85.70,86.15, ,0.0,86.10,20,86.15,358,0.00,"468,000","185,000","283,000",0,0,0,0,"10,000","-10,000","-721,000","23,000",0,"23,000","60,000","804,000","-744,000","-448,000"
20180810,0050,元大台灣50,ETF,"1,279,917",717,"109,887,403",85.70,86.15,85.65,85.70,-,0.45,85.65,41,85.70,478,0.00,"167,000","8,000","159,000",0,0,0,0,0,0,"-611,000","11,000",0,"11,000","40,000","662,000","-622,000","-452,000"
20180813,0050,元大台灣50,ETF,"7,284,934","3,154","613,593,198",85.05,85.05,83.65,83.95,-,1.75,83.90,19,83.95,142,0.00,"675,000","2,708,000","-2,033,000",0,0,0,0,0,0,"-2,202,000",0,"908,000","-908,000","1,076,000","2,370,000","-1,294,000","-4,235,000"
20180814,0050,元大台灣50,ETF,"2,243,205","1,082","189,202,665",84.40,84.60,84.05,84.55,+,0.6,84.50,3,84.55,51,0.00,"291,000","5,000","286,000",0,0,0,0,0,0,"836,000",0,0,0,"1,033,000","197,000","836,000","1,122,000"
20180815,0050,元大台灣50,ETF,"4,279,671","2,778","358,442,697",84.50,84.50,83.45,83.75,-,0.8,83.70,12,83.75,"1,021",0.00,"1,012,000","1,782,000","-770,000",0,0,0,0,0,0,"-964,000",0,0,0,"413,000","1,377,000","-964,000","-1,734,000"
20180816,0050,元大台灣50,ETF,"4,532,542","1,957","378,662,628",83.25,84.10,83.05,83.80,+,0.05,83.75,38,83.80,575,0.00,"32,000","757,000","-725,000",0,0,0,0,0,0,"-2,618,000",0,0,0,"161,000","2,779,000","-2,618,000","-3,343,000"
20180817,0050,元大台灣50,ETF,"4,640,039","1,655","388,914,326",83.95,84.15,83.60,83.65,-,0.15,83.60,117,83.65,23,0.00,"104,000","1,082,000","-978,000",0,0,0,0,0,0,"-2,420,000",0,0,0,"274,000","2,694,000","-2,420,000","-3,398,000"
20180820,0050,元大台灣50,ETF,"3,147,996","1,466","264,000,882",83.90,84.10,83.70,83.95,+,0.3,83.90,51,83.95,"1,061",0.00,"5,000","566,000","-561,000",0,0,0,0,0,0,"-2,039,000",0,0,0,"68,000","2,107,000","-2,039,000","-2,600,000"
20180821,0050,元大台灣50,ETF,"5,023,058","1,700","423,888,290",83.90,84.65,83.90,84.55,+,0.6,84.50,32,84.55,562,0.00,"14,000","2,069,000","-2,055,000",0,0,0,"1,100,000",0,"1,100,000","-731,000",0,"42,000","-42,000","778,000","1,467,000","-689,000","-1,686,000"
20180822,0050,元大台灣50,ETF,"3,545,768","1,156","300,217,040",84.70,84.85,84.35,84.65,+,0.1,84.60,76,84.65,1,0.00,"702,000","288,000","414,000",0,0,0,"100,000",0,"100,000","-2,113,000","76,000",0,"76,000","63,000","2,252,000","-2,189,000","-1,599,000"
20180823,0050,元大台灣50,ETF,"3,869,236",903,"328,564,580",84.80,85.20,84.60,85.05,+,0.4,85.05,575,85.10,89,0.00,"1,275,000","302,000","973,000",0,0,0,0,0,0,"-61,000","118,000",0,"118,000","1,361,000","1,540,000","-179,000","912,000"
20180824,0050,元大台灣50,ETF,"2,549,174",810,"216,059,090",85.00,85.10,84.45,84.80,-,0.25,84.80,7,84.85,3,0.00,"610,000","108,000","502,000",0,0,0,"200,000",0,"200,000","-1,290,000","41,000",0,"41,000","353,000","1,684,000","-1,331,000","-588,000"
20180827,0050,元大台灣50,ETF,"5,025,454","1,853","428,795,783",85.00,85.55,85.00,85.55,+,0.75,85.50,106,85.55,340,0.00,"2,872,000",0,"2,872,000",0,0,0,0,0,0,"-161,000","218,000",0,"218,000","322,000","701,000","-379,000","2,711,000"
20180828,0050,元大台灣50,ETF,"8,288,078","2,833","714,613,443",85.95,86.40,85.95,86.25,+,0.7,86.20,7,86.25,43,0.00,"5,212,000",0,"5,212,000",0,0,0,0,0,0,"434,000","680,000",0,"680,000","1,083,000","1,329,000","-246,000","5,646,000"
20180829,0050,元大台灣50,ETF,"13,383,846","4,145","1,164,633,494",86.45,87.35,86.45,87.25,+,1.0,87.20,"1,108",87.25,15,0.00,"10,546,260","2,430,000","8,116,260",0,0,0,"35,000",0,"35,000","723,000","328,000","135,000","193,000","621,000","91,000","530,000","8,874,260"
20180830,0050,元大台灣50,ETF,"9,894,177","3,515","869,371,023",87.80,88.35,87.45,87.55,+,0.3,87.50,59,87.55,26,0.00,"4,978,000","1,898,000","3,080,000",0,0,0,0,"200,000","-200,000","1,334,000","190,000","453,000","-263,000","2,835,000","1,238,000","1,597,000","4,214,000"
20180831,0050,元大台灣50,ETF,"4,245,610","2,097","368,332,289",87.00,87.00,86.45,86.95,-,0.6,86.90,3,86.95,192,0.00,"560,000","457,000","103,000",0,0,0,0,0,0,"51,000","340,000","230,000","110,000","543,000","602,000","-59,000","154,000"
20180903,0050,元大台灣50,ETF,"3,670,077","1,852","318,489,642",86.95,87.20,86.40,86.45,-,0.5,86.45,38,86.50,6,0.00,"700,000","1,008,280","-308,280",0,0,0,0,0,0,"445,000",0,"127,000","-127,000","832,000","260,000","572,000","136,720"
20180904,0050,元大台灣50,ETF,"2,357,725","1,553","204,511,025",86.80,87.00,86.45,87.00,+,0.55,87.00,208,87.05,637,0.00,"876,000","7,000","869,000",0,0,0,0,"570,000","-570,000","329,000",0,0,0,"408,000","79,000","329,000","628,000"
20180905,0050,元大台灣50,ETF,"2,496,308","1,053","217,228,848",87.00,87.30,86.70,87.00, ,0.0,86.95,97,87.00,254,0.00,"910,000","702,000","208,000",0,0,0,0,0,0,"334,000",0,0,0,"839,000","505,000","334,000","542,000"
20180906,0050,元大台灣50,ETF,"1,945,889","1,168","168,384,874",86.90,86.90,86.20,86.50,-,0.5,86.50,75,86.55,190,0.00,"129,010","352,000","-222,990",0,0,0,0,0,0,"-223,000","139,000","48,000","91,000","117,000","431,000","-314,000","-445,990"
20180907,0050,元大台灣50,ETF,"2,505,908","1,256","216,029,254",86.20,86.45,86.00,86.40,-,0.1,86.35,17,86.40,20,0.00,"205,000","609,000","-404,000",0,0,0,"150,000",0,"150,000","-897,000","198,000","293,000","-95,000","61,000","863,000","-802,000","-1,151,000"
20180910,0050,元大台灣50,ETF,"5,319,281","2,224","457,230,691",86.60,86.60,85.65,86.00,-,0.4,85.95,49,86.00,702,0.00,"23,000","1,502,000","-1,479,000",0,0,0,0,0,0,"-2,745,000","7,000","831,000","-824,000","435,000","2,356,000","-1,921,000","-4,224,000"
20180911,0050,元大台灣50,ETF,"19,525,404","7,801","1,672,322,444",85.95,86.00,85.40,85.65,-,0.35,85.60,159,85.65,152,0.00,"15,010","11,667,000","-11,651,990",0,0,0,0,0,0,"-6,191,000","268,000","6,000","262,000","992,000","7,445,000","-6,453,000","-17,842,990"
20180912,0050,元大台灣50,ETF,"18,583,973","7,809","1,588,075,828",85.85,85.90,85.25,85.55,-,0.1,85.50,232,85.55,600,0.00,"728,000","16,453,817","-15,725,817",0,0,0,"645,000",0,"645,000","-328,000","125,000","148,000","-23,000","983,000","1,288,000","-305,000","-15,408,817"
20180913,0050,元大台灣50,ETF,"20,996,200","9,849","1,789,506,288",85.80,85.80,84.90,84.95,-,0.6,84.90,478,84.95,272,0.00,"676,000","18,797,000","-18,121,000",0,0,0,"20,000",0,"20,000","-637,000","430,000","150,000","280,000","200,000","1,117,000","-917,000","-18,738,000"
20180914,0050,元大台灣50,ETF,"8,616,375","3,095","741,763,887",85.75,86.50,85.60,86.50,+,1.55,86.45,89,86.50,254,0.00,"1,305,000","3,360,000","-2,055,000",0,0,0,"280,000",0,"280,000","736,087","337,000","32,000","305,000","923,000","491,913","431,087","-1,038,913"
20180917,0050,元大台灣50,ETF,"8,988,960","2,440","773,023,506",86.50,86.50,85.70,85.85,-,0.65,85.80,98,85.85,220,0.00,"1,049,000","7,506,000","-6,457,000",0,0,0,0,0,0,"1,152,000","622,000","40,000","582,000","1,312,000","742,000","570,000","-5,305,000"
20180918,0050,元大台灣50,ETF,"6,140,571","2,243","524,809,750",85.60,85.70,85.20,85.40,-,0.45,85.35,156,85.40,277,0.00,"901,000","3,977,000","-3,076,000",0,0,0,0,0,0,"889,000","600,000","165,000","435,000","922,000","468,000","454,000","-2,187,000"
20180919,0050,元大台灣50,ETF,"6,881,627","3,226","591,822,766",85.80,86.30,85.70,86.15,+,0.75,86.10,15,86.15,262,0.00,"2,919,000","551,000","2,368,000",0,0,0,"30,000",0,"30,000","-724,000","1,170,000","545,000","625,000","837,000","2,186,000","-1,349,000","1,674,000"
20180920,0050,元大台灣50,ETF,"4,159,776","1,030","357,894,112",86.45,86.55,85.80,85.90,-,0.25,85.90,1,85.95,9,0.00,"653,000","1,982,000","-1,329,000",0,0,0,"200,000",0,"200,000","456,000","695,000","227,000","468,000","654,000","666,000","-12,000","-673,000"
20180921,0050,元大台灣50,ETF,"7,370,439","2,626","636,825,668",86.25,86.85,85.90,86.85,+,0.95,86.80,207,86.85,55,0.00,"2,808,000","229,000","2,579,000",0,0,0,"150,000",0,"150,000","2,803,000","260,000","219,000","41,000","2,957,000","195,000","2,762,000","5,532,000"
20180925,0050,元大台灣50,ETF,"7,506,252","2,984","652,734,924",86.65,87.15,86.60,87.10,+,0.25,87.05,2,87.10,188,0.00,"5,591,000","713,000","4,878,000",0,0,0,0,0,0,"843,000","219,000","8,000","211,000","1,159,000","527,000","632,000","5,721,000"
20180926,0050,元大台灣50,ETF,"8,036,503","2,692","698,254,201",86.90,87.00,86.75,86.90,-,0.2,86.90,406,86.95,895,0.00,"5,826,000","387,000","5,439,000",0,0,0,0,0,0,"348,000","501,000","590,000","-89,000","893,000","456,000","437,000","5,787,000"
20180927,0050,元大台灣50,ETF,"27,800,036","8,114","2,423,747,411",86.60,87.45,86.60,87.35,+,0.45,87.30,259,87.35,197,0.00,"25,986,000","2,544,000","23,442,000",0,0,0,0,0,0,"-243,000","46,000","736,000","-690,000","1,054,000","607,000","447,000","23,199,000"
20180928,0050,元大台灣50,ETF,"13,202,371","4,328","1,151,404,227",87.35,87.65,86.60,86.90,-,0.45,86.90,614,86.95,53,0.00,"6,684,000","24,000","6,660,000",0,0,0,0,"70,000","-70,000","2,413,000","536,000","459,000","77,000","3,864,000","1,528,000","2,336,000","9,003,000"
20181001,0050,元大台灣50,ETF,"5,914,234","2,729","516,131,207",86.90,87.40,86.90,87.35,+,0.45,87.35,382,87.40,728,0.00,"4,823,030","44,000","4,779,030",0,0,0,0,0,0,"204,000","93,000","117,000","-24,000","393,000","165,000","228,000","4,983,030"
20181002,0050,元大台灣50,ETF,"5,434,332","2,466","469,382,289",87.25,87.25,86.00,86.05,-,1.3,86.00,438,86.05,220,0.00,"672,110","896,000","-223,890",0,0,0,"100,000","122,000","-22,000","-568,000","397,000","330,000","67,000","508,000","1,143,000","-635,000","-813,890"
20181003,0050,元大台灣50,ETF,"4,369,690","1,554","375,778,640",86.05,86.30,85.80,85.95,-,0.1,85.95,142,86.00,66,0.00,"1,611,000","2,000","1,609,000",0,0,0,0,"725,000","-725,000","236,000","154,000","901,000","-747,000","1,215,000","232,000","983,000","1,120,000"
20181004,0050,元大台灣50,ETF,"9,736,968","4,230","827,292,110",85.70,85.70,84.80,84.90,-,1.05,84.85,56,84.90,263,0.00,"2,000","4,051,000","-4,049,000",0,0,0,0,"550,000","-550,000","-2,392,000","684,000","1,365,000","-681,000","655,000","2,366,000","-1,711,000","-6,991,000"
20181005,0050,元大台灣50,ETF,"26,744,096","11,367","2,239,942,717",84.50,84.50,83.00,83.45,-,1.45,83.40,318,83.45,94,0.00,"2,243,000","21,810,000","-19,567,000",0,0,0,"40,000",0,"40,000","1,217,000","213,000","411,000","-198,000","2,344,000","929,000","1,415,000","-18,310,000"
20181008,0050,元大台灣50,ETF,"46,523,204","16,777","3,855,479,629",82.95,83.40,82.50,83.00,-,0.45,83.00,45,83.05,"1,096",0.00,"614,000","39,445,000","-38,831,000",0,0,0,"50,000","78,000","-28,000","-3,400,000","167,000","507,000","-340,000","1,486,000","4,546,000","-3,060,000","-42,259,000"
20181009,0050,元大台灣50,ETF,"20,530,897","9,093","1,706,528,887",83.05,83.40,82.80,83.25,+,0.25,83.20,527,83.25,19,0.00,"249,000","16,340,000","-16,091,000",0,0,0,"100,000",0,"100,000","-192,000","678,000","96,000","582,000","1,472,000","2,246,000","-774,000","-16,183,000"
20181011,0050,元大台灣50,ETF,"68,551,624","29,625","5,389,808,235",80.15,80.15,77.35,77.40,-,5.85,77.40,36,77.45,346,0.00,"597,000","48,600,000","-48,003,000",0,0,0,"250,000",0,"250,000","-2,482,000","539,000","1,218,000","-679,000","6,799,000","8,602,000","-1,803,000","-50,235,000"
20181012,0050,元大台灣50,ETF,"23,183,282","11,298","1,825,995,175",77.70,80.05,77.50,80.05,+,2.65,80.05,480,80.10,61,0.00,"2,595,000","7,784,000","-5,189,000",0,0,0,0,"1,500,000","-1,500,000","-1,535,000","66,000","294,000","-228,000","3,227,000","4,534,000","-1,307,000","-8,224,000"
20181015,0050,元大台灣50,ETF,"49,299,658","12,199","3,886,740,002",79.50,79.50,78.65,79.20,-,0.85,79.15,12,79.20,85,0.00,"62,000","41,576,000","-41,514,000",0,0,0,0,0,0,"-2,729,996","363,000","13,000","350,000","2,240,000","5,319,996","-3,079,996","-44,243,996"
20181016,0050,元大台灣50,ETF,"16,686,645","6,313","1,319,117,765",79.00,79.50,78.60,79.30,+,0.1,79.30,564,79.35,14,0.00,"982,000","12,607,000","-11,625,000",0,0,0,0,0,0,"575,000","466,000","111,000","355,000","1,624,000","1,404,000","220,000","-11,050,000"
20181017,0050,元大台灣50,ETF,"20,309,037","8,082","1,623,444,090",80.45,80.50,79.35,79.40,+,0.1,79.35,54,79.40,76,0.00,"3,281,100","12,169,000","-8,887,900",0,0,0,"1,500,000",0,"1,500,000","5,018,427","286,000","965,000","-679,000","7,430,000","1,732,573","5,697,427","-2,369,473"
20181018,0050,元大台灣50,ETF,"7,988,282","3,397","633,217,825",79.50,79.75,78.95,79.15,-,0.25,79.10,245,79.15,1,0.00,"793,100","5,006,000","-4,212,900",0,0,0,"9,000",0,"9,000","255,000","378,000","19,000","359,000","1,127,000","1,231,000","-104,000","-3,948,900"
20181019,0050,元大台灣50,ETF,"12,064,036","3,531","948,108,881",78.20,79.30,78.00,79.30,+,0.15,79.25,14,79.30,476,0.00,"2,133,000","7,123,000","-4,990,000",0,0,0,0,0,0,"2,328,000","587,000","555,000","32,000","3,668,000","1,372,000","2,296,000","-2,662,000"
20181022,0050,元大台灣50,ETF,"12,453,453","3,464","979,040,928",78.35,79.55,78.00,79.20,-,0.1,79.15,335,79.20,17,0.00,"1,144,050","7,266,000","-6,121,950",0,0,0,0,0,0,"-61,000","483,000","650,000","-167,000","2,535,000","2,429,000","106,000","-6,182,950"
20181023,0050,元大台灣50,ETF,"24,898,392","8,141","1,943,501,426",78.10,78.60,77.70,77.75,-,1.45,77.70,463,77.75,201,0.00,"822,050","17,287,000","-16,464,950",0,0,0,0,0,0,"-4,080,000","221,000","126,000","95,000","484,000","4,659,000","-4,175,000","-20,544,950"
20181024,0050,元大台灣50,ETF,"13,002,500","5,533","1,004,568,676",77.80,77.95,76.70,77.40,-,0.35,77.40,40,77.45,206,0.00,"1,583,000","3,843,000","-2,260,000",0,0,0,"100,000","2,330,000","-2,230,000","579,000","270,000","395,000","-125,000","2,425,000","1,721,000","704,000","-3,911,000"
20181025,0050,元大台灣50,ETF,"28,935,886","7,121","2,190,854,586",75.50,76.20,75.30,75.50,-,1.9,75.50,"1,186",75.55,55,0.00,"107,000","15,921,000","-15,814,000",0,0,0,0,0,0,"-5,851,000",0,"250,000","-250,000","1,166,000","6,767,000","-5,601,000","-21,665,000"
20181026,0050,元大台灣50,ETF,"17,783,781","6,911","1,338,505,238",76.25,76.45,74.50,75.40,-,0.1,75.35,11,75.40,381,0.00,"421,000","8,736,000","-8,315,000",0,0,0,0,"350,000","-350,000","-2,075,552",0,"49,000","-49,000","1,533,000","3,559,552","-2,026,552","-10,740,552"
20181029,0050,元大台灣50,ETF,"9,883,260","3,121","747,884,213",75.85,76.10,75.35,75.75,+,0.35,75.75,12,75.80,269,0.00,"415,000","3,488,110","-3,073,110",0,0,0,0,0,0,"-2,056,998","26,000",0,"26,000","1,962,000","4,044,998","-2,082,998","-5,130,108"
20181030,0050,元大台灣50,ETF,"6,119,050","2,313","464,489,618",75.80,76.25,75.50,75.95,+,0.2,75.95,53,76.00,246,0.00,"33,000","1,782,000","-1,749,000",0,0,0,"100,000",0,"100,000","-128,000","292,000","106,000","186,000","1,747,000","2,061,000","-314,000","-1,777,000"
20181031,0050,元大台灣50,ETF,"9,898,224","4,310","764,366,541",76.60,77.55,76.60,77.55,+,1.6,77.55,134,77.60,108,0.00,"1,138,000","3,066,000","-1,928,000",0,0,0,0,0,0,"159,000","334,000","85,000","249,000","1,187,000","1,277,000","-90,000","-1,769,000"
20181101,0050,元大台灣50,ETF,"6,807,294","3,048","532,547,148",77.85,78.45,77.55,78.40,+,0.85,78.35,29,78.40,76,0.00,"1,035,000","393,000","642,000",0,0,0,0,0,0,"267,000","246,000","291,000","-45,000","1,196,000","884,000","312,000","909,000"
20181102,0050,元大台灣50,ETF,"6,722,329","3,073","527,356,465",78.40,78.80,78.00,78.65,+,0.25,78.65,28,78.70,88,0.00,"774,000","752,000","22,000",0,0,0,0,0,0,"216,000","426,000","621,000","-195,000","1,906,000","1,495,000","411,000","238,000"
20181105,0050,元大台灣50,ETF,"4,657,750","2,195","363,054,360",78.10,78.25,77.60,78.25,-,0.4,78.25,331,78.30,33,0.00,"167,000","310,000","-143,000",0,0,0,0,0,0,"-305,000","275,000","976,000","-701,000","1,212,000","816,000","396,000","-448,000"
20181106,0050,元大台灣50,ETF,"6,206,482","2,046","483,978,162",78.45,78.50,77.75,78.00,-,0.25,77.95,2,78.00,462,0.00,"376,000","1,627,000","-1,251,000",0,0,0,0,0,0,"-1,528,000","50,000","155,000","-105,000","520,000","1,943,000","-1,423,000","-2,779,000"
20181107,0050,元大台灣50,ETF,"6,194,750","2,594","485,644,361",78.20,78.55,78.05,78.40,+,0.4,78.35,8,78.40,87,0.00,"56,000","508,000","-452,000",0,0,0,0,0,0,"3,108,000","37,000","32,000","5,000","3,791,000","688,000","3,103,000","2,656,000"
20181108,0050,元大台灣50,ETF,"10,309,985","3,816","813,484,895",79.15,79.40,78.50,78.85,+,0.45,78.80,18,78.85,566,0.00,"944,000","149,000","795,000",0,0,0,"875,000",0,"875,000","-329,000","267,000","357,000","-90,000","1,681,000","1,920,000","-239,000","1,341,000"
20181109,0050,元大台灣50,ETF,"36,848,011","2,930","2,867,181,167",78.50,78.50,77.65,77.80,-,1.05,77.80,"2,722",77.85,454,0.00,"100,000","23,386,000","-23,286,000",0,0,0,"1,125,000",0,"1,125,000","-9,916,000","176,000","292,000","-116,000","897,000","10,697,000","-9,800,000","-32,077,000"
20181112,0050,元大台灣50,ETF,"6,133,260","1,628","478,405,835",77.75,78.30,77.55,78.00,+,0.2,78.00,"1,698",78.05,663,0.00,"50,000","954,000","-904,000",0,0,0,"1,130,000",0,"1,130,000","-86,000",0,"128,000","-128,000","1,946,000","1,904,000","42,000","140,000"
20181113,0050,元大台灣50,ETF,"10,711,869","3,762","819,374,746",76.15,77.25,75.70,77.10,-,0.9,77.10,16,77.15,211,0.00,"1,156,000","5,789,000","-4,633,000",0,0,0,0,"310,000","-310,000","-481,000","6,000","396,000","-390,000","1,577,000","1,668,000","-91,000","-5,424,000"
20181114,0050,元大台灣50,ETF,"6,293,375","1,626","486,228,774",77.25,77.40,77.00,77.35,+,0.25,77.30,27,77.35,77,0.00,"759,000","3,061,000","-2,302,000",0,0,0,0,"1,130,000","-1,130,000","-383,000",0,0,0,"614,000","997,000","-383,000","-3,815,000"
20181115,0050,元大台灣50,ETF,"5,694,368","1,247","440,513,236",77.50,77.65,76.75,77.60,+,0.25,77.55,5,77.60,212,0.00,"187,000","1,907,000","-1,720,000",0,0,0,0,"1,100,000","-1,100,000","-969,000",0,0,0,"757,000","1,726,000","-969,000","-3,789,000"
20181116,0050,元大台灣50,ETF,"8,883,904","2,331","685,298,620",77.95,77.95,76.85,76.95,-,0.65,76.90,23,76.95,259,0.00,"1,249,000","6,060,000","-4,811,000",0,0,0,0,0,0,"-1,655,000","10,000","30,000","-20,000","561,000","2,196,000","-1,635,000","-6,466,000"
20181119,0050,元大台灣50,ETF,"7,058,370","1,672","541,993,834",77.05,77.15,76.60,76.70,-,0.25,76.70,120,76.75,12,0.00,"271,000","2,904,000","-2,633,000",0,0,0,0,0,0,"-2,630,000",0,0,0,"579,000","3,209,000","-2,630,000","-5,263,000"
20181120,0050,元大台灣50,ETF,"8,625,123","3,297","656,617,939",76.40,76.50,75.75,76.00,-,0.7,76.00,14,76.05,44,0.00,"251,000","3,010,000","-2,759,000",0,0,0,0,"600,000","-600,000","-3,326,000",0,0,0,"421,000","3,747,000","-3,326,000","-6,685,000"
20181121,0050,元大台灣50,ETF,"15,125,043","3,739","1,143,349,727",75.30,76.05,74.85,76.00, ,0.0,75.95,41,76.00,374,0.00,"4,308,000","5,810,970","-1,502,970",0,0,0,0,"1,100,000","-1,100,000","-5,354,000",0,"15,000","-15,000","1,181,000","6,520,000","-5,339,000","-7,956,970"
20181122,0050,元大台灣50,ETF,"5,934,803","2,029","450,631,578",76.10,76.25,75.60,75.60,-,0.4,75.60,252,75.65,7,0.00,"1,100","4,399,000","-4,397,900",0,0,0,0,0,0,"-331,000",0,0,0,"257,000","588,000","-331,000","-4,728,900"
20181123,0050,元大台灣50,ETF,"4,041,215","2,078","304,440,003",75.70,75.85,75.05,75.35,-,0.25,75.30,168,75.35,93,0.00,"2,000","930,000","-928,000",0,0,0,0,0,0,"-51,000","36,000","125,000","-89,000","1,030,000","992,000","38,000","-979,000"
20181126,0050,元大台灣50,ETF,"6,330,267","2,266","483,137,195",75.90,76.95,75.75,76.15,+,0.8,76.15,105,76.20,105,0.00,"1,056,000","988,000","68,000",0,0,0,0,0,0,"996,000","498,000","69,000","429,000","2,451,000","1,884,000","567,000","1,064,000"
20181127,0050,元大台灣50,ETF,"7,625,933","2,519","576,522,804",75.95,76.05,75.20,76.05,-,0.1,76.00,34,76.05,368,0.00,"937,000","5,891,000","-4,954,000",0,0,0,0,0,0,"209,000","103,000","250,000","-147,000","758,000","402,000","356,000","-4,745,000"
20181128,0050,元大台灣50,ETF,"7,549,760","2,641","577,452,117",76.15,76.95,75.75,76.90,+,0.85,76.90,217,76.95,188,0.00,"2,028,000","2,117,000","-89,000",0,0,0,0,0,0,"327,000","210,000","46,000","164,000","1,627,000","1,464,000","163,000","238,000"
20181129,0050,元大台灣50,ETF,"8,881,587","2,527","687,927,261",77.70,77.95,77.05,77.05,+,0.15,77.00,145,77.05,40,0.00,"688,000","2,276,000","-1,588,000",0,0,0,"617,000","400,000","217,000","-643,000","791,000",0,"791,000","1,155,000","2,589,000","-1,434,000","-2,014,000"
20181130,0050,元大台灣50,ETF,"4,210,211","1,670","324,711,501",77.20,77.35,76.75,76.75,-,0.3,76.70,21,76.75,450,0.00,"320,000","1,235,000","-915,000",0,0,0,"1,143,000",0,"1,143,000","-539,000","163,000","190,000","-27,000","542,000","1,054,000","-512,000","-311,000"
20181203,0050,元大台灣50,ETF,"13,850,986","7,537","1,088,593,094",77.85,79.00,77.80,78.80,+,2.05,78.80,570,78.85,9,0.00,"5,010,553","630,000","4,380,553",0,0,0,"1,288,000","80,000","1,208,000","2,396,000","1,421,000","311,000","1,110,000","1,741,000","455,000","1,286,000","7,984,553"
20181204,0050,元大台灣50,ETF,"4,118,284","1,960","322,426,648",78.50,78.50,78.10,78.25,-,0.55,78.25,34,78.30,161,0.00,"202,000","448,000","-246,000",0,0,0,"1,075,000",0,"1,075,000","-14,000","259,000","206,000","53,000","549,000","616,000","-67,000","815,000"
